PAN      90.  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
HONO     90.  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
ACFLX1   88.  0.1000E+01  0.0000E+00  0.0000E+00  0.6517E+11  0.8329E+11  0.9771E+11  0.1069E+12  0.1155E+12  0.1233E+12  0.1304E+12  0.1371E+12  0.1431E+12  0.1489E+12
ACFLX2   88.  0.0000E+00  0.1000E+01  0.0000E+00  0.5744E+13  0.6937E+13  0.7818E+13  0.8312E+13  0.8775E+13  0.9232E+13  0.9729E+13  0.1035E+14  0.1121E+14  0.1248E+14
ACFLX3   88.  0.0000E+00  0.0000E+00  0.1000E+01  0.2105E+14  0.3097E+14  0.7132E+14  0.8469E+14  0.9988E+14  0.1167E+15  0.1350E+15  0.1545E+15  0.1748E+15  0.1957E+15
O3       88.  0.9522E+00  0.4062E-01  0.6802E-02  0.6060E-07  0.7098E-07  0.7653E-07  0.7711E-07  0.7682E-07  0.7626E-07  0.7516E-07  0.7368E-07  0.7195E-07  0.7023E-07
NO2      88. -0.8459E+00  0.1536E+01  0.2901E+00  0.3083E-03  0.3613E-03  0.4105E-03  0.4411E-03  0.4786E-03  0.5278E-03  0.5945E-03  0.6858E-03  0.8093E-03  0.9726E-03
H2O2     88.  0.1682E+00  0.8448E+00 -0.1143E-01  0.1183E-06  0.1410E-06  0.1565E-06  0.1637E-06  0.1700E-06  0.1758E-06  0.1819E-06  0.1893E-06  0.1996E-06  0.2153E-06
HNO3     88.  0.4827E+00  0.5501E+00 -0.2808E-01  0.4623E-08  0.5443E-08  0.5941E-08  0.6090E-08  0.6180E-08  0.6224E-08  0.6240E-08  0.6249E-08  0.6280E-08  0.6371E-08
HCHO-1   88.  0.4463E+00  0.5986E+00 -0.3824E-01  0.3275E-06  0.4072E-06  0.4691E-06  0.5074E-06  0.5429E-06  0.5763E-06  0.6085E-06  0.6416E-06  0.6790E-06  0.7262E-06
HCHO-2   88.  0.8211E-01  0.9238E+00 -0.5172E-02  0.1010E-05  0.1251E-05  0.1443E-05  0.1570E-05  0.1696E-05  0.1825E-05  0.1966E-05  0.2130E-05  0.2351E-05  0.2655E-05
CH3CHO   88.  0.6896E+00  0.3471E+00 -0.3148E-01  0.2236E-07  0.3049E-07  0.3836E-07  0.4517E-07  0.5270E-07  0.6076E-07  0.6971E-07  0.7928E-07  0.9065E-07  0.1032E-06
CH3COE   88.  0.6789E+00  0.3598E+00 -0.3315E-01  0.1775E-07  0.2222E-07  0.2568E-07  0.2780E-07  0.2974E-07  0.3150E-07  0.3314E-07  0.3470E-07  0.3625E-07  0.3796E-07
CH3COY   88. -0.7274E+00  0.1044E+01  0.6848E+00  0.1038E-04  0.1212E-04  0.1624E-04  0.1856E-04  0.2162E-04  0.2557E-04  0.3058E-04  0.3680E-04  0.4428E-04  0.5305E-04
MGLYOX   88. -0.9392E+00  0.1452E+01  0.4736E+00  0.3686E-05  0.4271E-05  0.5045E-05  0.5538E-05  0.6196E-05  0.7086E-05  0.8282E-05  0.9863E-05  0.1190E-04  0.1443E-04
GLYOX    88. -0.6006E+00  0.8479E+00  0.7583E+00  0.2605E-05  0.3079E-05  0.4428E-05  0.5147E-05  0.6074E-05  0.7247E-05  0.8695E-05  0.1044E-04  0.1249E-04  0.1483E-04
MEMALD   88. -0.8459E+00  0.1536E+01  0.2901E+00  0.4008E-04  0.4697E-04  0.5336E-04  0.5734E-04  0.6222E-04  0.6861E-04  0.7728E-04  0.8915E-04  0.1052E-03  0.1264E-03
NO3-1    88.  0.2846E+00 -0.3846E+00  0.1054E+01  0.7293E-03  0.1979E-02  0.5455E-02  0.5988E-02  0.6516E-02  0.7029E-02  0.7521E-02  0.7990E-02  0.8424E-02  0.8840E-02
NO3-2    88.  0.2112E+00 -0.2776E+00  0.1038E+01  0.5838E-02  0.1227E-01  0.3258E-01  0.3677E-01  0.4116E-01  0.4567E-01  0.5026E-01  0.5487E-01  0.5941E-01  0.6393E-01
N2O5     88.  0.7322E-01  0.9129E+00  0.1242E-01  0.8187E-06  0.9082E-06  0.9380E-06  0.9106E-06  0.8749E-06  0.8345E-06  0.7934E-06  0.7559E-06  0.7259E-06  0.7067E-06
CH3O2H   88.  0.4692E-01  0.9433E+00  0.8139E-02  0.9995E-07  0.1213E-06  0.1372E-06  0.1464E-06  0.1550E-06  0.1636E-06  0.1729E-06  0.1842E-06  0.1993E-06  0.2207E-06
PPA      88.  0.4692E-01  0.9433E+00  0.8139E-02  0.9995E-07  0.1213E-06  0.1372E-06  0.1464E-06  0.1550E-06  0.1636E-06  0.1729E-06  0.1842E-06  0.1993E-06  0.2207E-06
oROOH    88.  0.4692E-01  0.9433E+00  0.8139E-02  0.9995E-07  0.1213E-06  0.1372E-06  0.1464E-06  0.1550E-06  0.1636E-06  0.1729E-06  0.1842E-06  0.1993E-06  0.2207E-06
obioH    88.  0.4692E-01  0.9433E+00  0.8139E-02  0.9995E-07  0.1213E-06  0.1372E-06  0.1464E-06  0.1550E-06  0.1636E-06  0.1729E-06  0.1842E-06  0.1993E-06  0.2207E-06
PANH     88.  0.4692E-01  0.9433E+00  0.8139E-02  0.9995E-07  0.1213E-06  0.1372E-06  0.1464E-06  0.1550E-06  0.1636E-06  0.1729E-06  0.1842E-06  0.1993E-06  0.2207E-06
PAN      88.  0.2960E+00  0.7286E+00 -0.2111E-01  0.8742E-08  0.9995E-08  0.1062E-07  0.1061E-07  0.1050E-07  0.1033E-07  0.1014E-07  0.9971E-08  0.9893E-08  0.9980E-08
HONO     88. -0.6225E+00  0.1444E+01  0.1607E+00  0.6600E-04  0.7796E-04  0.8731E-04  0.9273E-04  0.9875E-04  0.1061E-03  0.1159E-03  0.1295E-03  0.1487E-03  0.1755E-03
ACFLX1   86.  0.1000E+01  0.0000E+00  0.0000E+00  0.1108E+12  0.1416E+12  0.1662E+12  0.1819E+12  0.1964E+12  0.2097E+12  0.2220E+12  0.2335E+12  0.2442E+12  0.2548E+12
ACFLX2   86.  0.0000E+00  0.1000E+01  0.0000E+00  0.9637E+13  0.1166E+14  0.1328E+14  0.1429E+14  0.1541E+14  0.1675E+14  0.1847E+14  0.2074E+14  0.2377E+14  0.2773E+14
ACFLX3   86.  0.0000E+00  0.0000E+00  0.1000E+01  0.4139E+14  0.7741E+14  0.1431E+15  0.1616E+15  0.1810E+15  0.2010E+15  0.2212E+15  0.2415E+15  0.2616E+15  0.2811E+15
O3       86.  0.9018E+00  0.9852E-01 -0.2628E-02  0.1094E-06  0.1273E-06  0.1364E-06  0.1366E-06  0.1353E-06  0.1336E-06  0.1312E-06  0.1283E-06  0.1253E-06  0.1224E-06
NO2      86. -0.3311E+00  0.1004E+01  0.3223E+00  0.5127E-03  0.6201E-03  0.7655E-03  0.8565E-03  0.9696E-03  0.1111E-02  0.1286E-02  0.1500E-02  0.1757E-02  0.2057E-02
H2O2     86.  0.1660E+00  0.8528E+00 -0.1684E-01  0.2086E-06  0.2491E-06  0.2789E-06  0.2946E-06  0.3109E-06  0.3295E-06  0.3530E-06  0.3841E-06  0.4256E-06  0.4805E-06
HNO3     86.  0.4571E+00  0.5852E+00 -0.3717E-01  0.8519E-08  0.1004E-07  0.1101E-07  0.1134E-07  0.1160E-07  0.1185E-07  0.1213E-07  0.1252E-07  0.1307E-07  0.1384E-07
HCHO-1   86.  0.4136E+00  0.6426E+00 -0.4976E-01  0.6120E-06  0.7616E-06  0.8798E-06  0.9554E-06  0.1030E-05  0.1109E-05  0.1198E-05  0.1306E-05  0.1444E-05  0.1625E-05
HCHO-2   86.  0.8643E-01  0.9257E+00 -0.1130E-01  0.1763E-05  0.2185E-05  0.2543E-05  0.2795E-05  0.3073E-05  0.3397E-05  0.3802E-05  0.4325E-05  0.5027E-05  0.5943E-05
CH3CHO   86.  0.6600E+00  0.3875E+00 -0.4133E-01  0.4263E-07  0.5812E-07  0.7320E-07  0.8633E-07  0.1011E-06  0.1174E-06  0.1364E-06  0.1581E-06  0.1860E-06  0.2198E-06
CH3COE   86.  0.6515E+00  0.3987E+00 -0.4371E-01  0.3411E-07  0.4268E-07  0.4936E-07  0.5351E-07  0.5743E-07  0.6127E-07  0.6524E-07  0.6967E-07  0.7490E-07  0.8147E-07
CH3COY   86. -0.2391E+00  0.5443E+00  0.6990E+00  0.1742E-04  0.2326E-04  0.3503E-04  0.4060E-04  0.4718E-04  0.5479E-04  0.6344E-04  0.7309E-04  0.8360E-04  0.9482E-04
MGLYOX   86. -0.3305E+00  0.8235E+00  0.5060E+00  0.6132E-05  0.7602E-05  0.1017E-04  0.1162E-04  0.1341E-04  0.1559E-04  0.1818E-04  0.2121E-04  0.2467E-04  0.2852E-04
GLYOX    86. -0.1918E+00  0.4335E+00  0.7634E+00  0.4427E-05  0.6168E-05  0.9739E-05  0.1131E-04  0.1312E-04  0.1518E-04  0.1746E-04  0.1995E-04  0.2262E-04  0.2541E-04
MEMALD   86. -0.3311E+00  0.1004E+01  0.3223E+00  0.6665E-04  0.8061E-04  0.9951E-04  0.1113E-03  0.1260E-03  0.1444E-03  0.1672E-03  0.1950E-03  0.2284E-03  0.2674E-03
NO3-1    86.  0.1098E+00 -0.2265E+00  0.1104E+01  0.2085E-02  0.4790E-02  0.8440E-02  0.8977E-02  0.9493E-02  0.9982E-02  0.1044E-01  0.1088E-01  0.1127E-01  0.1165E-01
NO3-2    86.  0.7822E-01 -0.1529E+00  0.1067E+01  0.1432E-01  0.3081E-01  0.5564E-01  0.6050E-01  0.6538E-01  0.7018E-01  0.7489E-01  0.7946E-01  0.8384E-01  0.8806E-01
N2O5     86.  0.1242E+00  0.8598E+00  0.1732E-01  0.1427E-05  0.1592E-05  0.1672E-05  0.1647E-05  0.1616E-05  0.1586E-05  0.1563E-05  0.1554E-05  0.1558E-05  0.1576E-05
CH3O2H   86.  0.8183E-01  0.9120E+00  0.6085E-02  0.1746E-06  0.2125E-06  0.2434E-06  0.2629E-06  0.2840E-06  0.3084E-06  0.3387E-06  0.3777E-06  0.4284E-06  0.4937E-06
PPA      86.  0.8183E-01  0.9120E+00  0.6085E-02  0.1746E-06  0.2125E-06  0.2434E-06  0.2629E-06  0.2840E-06  0.3084E-06  0.3387E-06  0.3777E-06  0.4284E-06  0.4937E-06
oROOH    86.  0.8183E-01  0.9120E+00  0.6085E-02  0.1746E-06  0.2125E-06  0.2434E-06  0.2629E-06  0.2840E-06  0.3084E-06  0.3387E-06  0.3777E-06  0.4284E-06  0.4937E-06
obioH    86.  0.8183E-01  0.9120E+00  0.6085E-02  0.1746E-06  0.2125E-06  0.2434E-06  0.2629E-06  0.2840E-06  0.3084E-06  0.3387E-06  0.3777E-06  0.4284E-06  0.4937E-06
PANH     86.  0.8183E-01  0.9120E+00  0.6085E-02  0.1746E-06  0.2125E-06  0.2434E-06  0.2629E-06  0.2840E-06  0.3084E-06  0.3387E-06  0.3777E-06  0.4284E-06  0.4937E-06
PAN      86.  0.2780E+00  0.7547E+00 -0.2906E-01  0.1571E-07  0.1800E-07  0.1924E-07  0.1936E-07  0.1941E-07  0.1948E-07  0.1969E-07  0.2014E-07  0.2093E-07  0.2213E-07
HONO     86. -0.2821E+00  0.1089E+01  0.1867E+00  0.1100E-03  0.1317E-03  0.1550E-03  0.1702E-03  0.1890E-03  0.2127E-03  0.2430E-03  0.2815E-03  0.3292E-03  0.3871E-03
ACFLX1   83.  0.1000E+01  0.0000E+00  0.0000E+00  0.2368E+12  0.3028E+12  0.3561E+12  0.3909E+12  0.4241E+12  0.4563E+12  0.4885E+12  0.5219E+12  0.5571E+12  0.5967E+12
ACFLX2   83.  0.0000E+00  0.1000E+01  0.0000E+00  0.1664E+14  0.2056E+14  0.2459E+14  0.2732E+14  0.3053E+14  0.3434E+14  0.3890E+14  0.4431E+14  0.5062E+14  0.5779E+14
ACFLX3   83.  0.0000E+00  0.0000E+00  0.1000E+01  0.9226E+14  0.1597E+15  0.2371E+15  0.2567E+15  0.2760E+15  0.2950E+15  0.3133E+15  0.3310E+15  0.3477E+15  0.3635E+15
O3       83.  0.8563E+00  0.1547E+00 -0.1294E-01  0.2352E-06  0.2728E-06  0.2927E-06  0.2934E-06  0.2916E-06  0.2898E-06  0.2871E-06  0.2839E-06  0.2805E-06  0.2776E-06
NO2      83. -0.1185E+00  0.7559E+00  0.3610E+00  0.8996E-03  0.1181E-02  0.1560E-02  0.1770E-02  0.2010E-02  0.2283E-02  0.2588E-02  0.2926E-02  0.3291E-02  0.3680E-02
H2O2     83.  0.1304E+00  0.9029E+00 -0.3349E-01  0.3870E-06  0.4702E-06  0.5464E-06  0.5923E-06  0.6441E-06  0.7048E-06  0.7771E-06  0.8631E-06  0.9640E-06  0.1080E-05
HNO3     83.  0.3502E+00  0.7152E+00 -0.6564E-01  0.1713E-07  0.2042E-07  0.2292E-07  0.2407E-07  0.2524E-07  0.2653E-07  0.2803E-07  0.2980E-07  0.3186E-07  0.3424E-07
HCHO-1   83.  0.2847E+00  0.7992E+00 -0.8370E-01  0.1226E-05  0.1539E-05  0.1819E-05  0.2014E-05  0.2228E-05  0.2474E-05  0.2765E-05  0.3114E-05  0.3530E-05  0.4024E-05
HCHO-2   83.  0.6535E-01  0.9603E+00 -0.2626E-01  0.3199E-05  0.4037E-05  0.4890E-05  0.5523E-05  0.6267E-05  0.7156E-05  0.8237E-05  0.9538E-05  0.1112E-04  0.1296E-04
CH3CHO   83.  0.4993E+00  0.5747E+00 -0.7466E-01  0.9241E-07  0.1266E-06  0.1616E-06  0.1931E-06  0.2304E-06  0.2743E-06  0.3284E-06  0.3940E-06  0.4791E-06  0.5831E-06
CH3COE   83.  0.4866E+00  0.5904E+00 -0.7778E-01  0.7418E-07  0.9326E-07  0.1094E-06  0.1201E-06  0.1314E-06  0.1437E-06  0.1578E-06  0.1744E-06  0.1939E-06  0.2171E-06
CH3COY   83. -0.8850E-01  0.3788E+00  0.7086E+00  0.3269E-04  0.4870E-04  0.7066E-04  0.7961E-04  0.8925E-04  0.9947E-04  0.1102E-03  0.1212E-03  0.1323E-03  0.1435E-03
MGLYOX   83. -0.1174E+00  0.5803E+00  0.5355E+00  0.1103E-04  0.1526E-04  0.2119E-04  0.2406E-04  0.2725E-04  0.3075E-04  0.3454E-04  0.3857E-04  0.4279E-04  0.4713E-04
GLYOX    83. -0.6528E-01  0.3011E+00  0.7634E+00  0.8554E-05  0.1313E-04  0.1926E-04  0.2158E-04  0.2405E-04  0.2662E-04  0.2927E-04  0.3197E-04  0.3467E-04  0.3735E-04
MEMALD   83. -0.1185E+00  0.7559E+00  0.3610E+00  0.1169E-03  0.1535E-03  0.2028E-03  0.2301E-03  0.2613E-03  0.2968E-03  0.3364E-03  0.3804E-03  0.4278E-03  0.4784E-03
NO3-1    83.  0.5013E-01 -0.1802E+00  0.1135E+01  0.4916E-02  0.8478E-02  0.1180E-01  0.1227E-01  0.1272E-01  0.1314E-01  0.1353E-01  0.1389E-01  0.1422E-01  0.1453E-01
NO3-2    83.  0.3556E-01 -0.1160E+00  0.1083E+01  0.3362E-01  0.5838E-01  0.8349E-01  0.8823E-01  0.9280E-01  0.9718E-01  0.1013E+00  0.1053E+00  0.1090E+00  0.1124E+00
N2O5     83.  0.1273E+00  0.8575E+00  0.1560E-01  0.2615E-05  0.2994E-05  0.3292E-05  0.3330E-05  0.3363E-05  0.3395E-05  0.3428E-05  0.3461E-05  0.3487E-05  0.3497E-05
CH3O2H   83.  0.8422E-01  0.9181E+00 -0.2919E-02  0.3200E-06  0.3979E-06  0.4759E-06  0.5281E-06  0.5878E-06  0.6576E-06  0.7401E-06  0.8376E-06  0.9511E-06  0.1081E-05
PPA      83.  0.8422E-01  0.9181E+00 -0.2919E-02  0.3200E-06  0.3979E-06  0.4759E-06  0.5281E-06  0.5878E-06  0.6576E-06  0.7401E-06  0.8376E-06  0.9511E-06  0.1081E-05
oROOH    83.  0.8422E-01  0.9181E+00 -0.2919E-02  0.3200E-06  0.3979E-06  0.4759E-06  0.5281E-06  0.5878E-06  0.6576E-06  0.7401E-06  0.8376E-06  0.9511E-06  0.1081E-05
obioH    83.  0.8422E-01  0.9181E+00 -0.2919E-02  0.3200E-06  0.3979E-06  0.4759E-06  0.5281E-06  0.5878E-06  0.6576E-06  0.7401E-06  0.8376E-06  0.9511E-06  0.1081E-05
PANH     83.  0.8422E-01  0.9181E+00 -0.2919E-02  0.3200E-06  0.3979E-06  0.4759E-06  0.5281E-06  0.5878E-06  0.6576E-06  0.7401E-06  0.8376E-06  0.9511E-06  0.1081E-05
PAN      83.  0.2109E+00  0.8419E+00 -0.5285E-01  0.3008E-07  0.3494E-07  0.3853E-07  0.3968E-07  0.4092E-07  0.4237E-07  0.4415E-07  0.4632E-07  0.4885E-07  0.5171E-07
HONO     83. -0.1082E+00  0.8809E+00  0.2253E+00  0.1908E-03  0.2423E-03  0.3072E-03  0.3466E-03  0.3925E-03  0.4456E-03  0.5066E-03  0.5757E-03  0.6522E-03  0.7353E-03
ACFLX1   80.  0.1000E+01  0.0000E+00  0.0000E+00  0.5041E+12  0.6488E+12  0.7739E+12  0.8596E+12  0.9473E+12  0.1039E+13  0.1138E+13  0.1247E+13  0.1366E+13  0.1504E+13
ACFLX2   80.  0.0000E+00  0.1000E+01  0.0000E+00  0.2499E+14  0.3202E+14  0.3969E+14  0.4462E+14  0.5011E+14  0.5625E+14  0.6305E+14  0.7051E+14  0.7854E+14  0.8704E+14
ACFLX3   80.  0.0000E+00  0.0000E+00  0.1000E+01  0.1502E+15  0.2308E+15  0.3060E+15  0.3240E+15  0.3414E+15  0.3579E+15  0.3736E+15  0.3883E+15  0.4021E+15  0.4148E+15
O3       80.  0.9121E+00  0.9394E-01 -0.3976E-02  0.4568E-06  0.5358E-06  0.5857E-06  0.5943E-06  0.5990E-06  0.6044E-06  0.6080E-06  0.6104E-06  0.6114E-06  0.6130E-06
NO2      80. -0.7563E-01  0.7084E+00  0.3624E+00  0.1394E-02  0.1905E-02  0.2499E-02  0.2802E-02  0.3128E-02  0.3477E-02  0.3844E-02  0.4228E-02  0.4623E-02  0.5023E-02
H2O2     80.  0.1372E+00  0.9075E+00 -0.4495E-01  0.6168E-06  0.7717E-06  0.9260E-06  0.1017E-05  0.1116E-05  0.1226E-05  0.1347E-05  0.1480E-05  0.1625E-05  0.1780E-05
HNO3     80.  0.3554E+00  0.7238E+00 -0.7966E-01  0.2952E-07  0.3597E-07  0.4157E-07  0.4435E-07  0.4721E-07  0.5022E-07  0.5345E-07  0.5691E-07  0.6055E-07  0.6439E-07
HCHO-1   80.  0.2662E+00  0.8367E+00 -0.1031E+00  0.2068E-05  0.2651E-05  0.3227E-05  0.3630E-05  0.4075E-05  0.4574E-05  0.5138E-05  0.5775E-05  0.6485E-05  0.7272E-05
HCHO-2   80.  0.6766E-01  0.9679E+00 -0.3594E-01  0.4986E-05  0.6488E-05  0.8122E-05  0.9285E-05  0.1062E-04  0.1213E-04  0.1387E-04  0.1583E-04  0.1805E-04  0.2048E-04
CH3CHO   80.  0.4828E+00  0.6067E+00 -0.9095E-01  0.1709E-06  0.2377E-06  0.3111E-06  0.3775E-06  0.4579E-06  0.5535E-06  0.6711E-06  0.8113E-06  0.9884E-06  0.1197E-05
CH3COE   80.  0.4645E+00  0.6298E+00 -0.9586E-01  0.1366E-06  0.1744E-06  0.2097E-06  0.2340E-06  0.2602E-06  0.2891E-06  0.3214E-06  0.3578E-06  0.3983E-06  0.4437E-06
CH3COY   80. -0.6431E-01  0.3593E+00  0.6994E+00  0.5260E-04  0.7739E-04  0.1046E-03  0.1149E-03  0.1254E-03  0.1361E-03  0.1467E-03  0.1573E-03  0.1676E-03  0.1776E-03
MGLYOX   80. -0.7664E-01  0.5404E+00  0.5303E+00  0.1748E-04  0.2475E-04  0.3308E-04  0.3678E-04  0.4067E-04  0.4470E-04  0.4885E-04  0.5306E-04  0.5728E-04  0.6144E-04
GLYOX    80. -0.3865E-01  0.2849E+00  0.7489E+00  0.1392E-04  0.2071E-04  0.2797E-04  0.3055E-04  0.3316E-04  0.3578E-04  0.3838E-04  0.4094E-04  0.4343E-04  0.4583E-04
MEMALD   80. -0.7563E-01  0.7084E+00  0.3624E+00  0.1812E-03  0.2476E-03  0.3249E-03  0.3643E-03  0.4066E-03  0.4520E-03  0.4997E-03  0.5496E-03  0.6010E-03  0.6530E-03
NO3-1    80.  0.4519E-01 -0.1903E+00  0.1155E+01  0.7595E-02  0.1122E-01  0.1409E-01  0.1450E-01  0.1488E-01  0.1523E-01  0.1556E-01  0.1586E-01  0.1613E-01  0.1639E-01
NO3-2    80.  0.3213E-01 -0.1204E+00  0.1093E+01  0.5341E-01  0.8036E-01  0.1033E+00  0.1075E+00  0.1115E+00  0.1153E+00  0.1188E+00  0.1221E+00  0.1252E+00  0.1280E+00
N2O5     80.  0.1502E+00  0.8398E+00  0.1033E-01  0.4140E-05  0.4901E-05  0.5550E-05  0.5676E-05  0.5772E-05  0.5838E-05  0.5873E-05  0.5872E-05  0.5826E-05  0.5731E-05
CH3O2H   80.  0.1000E+00  0.9109E+00 -0.1174E-01  0.5058E-06  0.6494E-06  0.8009E-06  0.8986E-06  0.1007E-05  0.1127E-05  0.1260E-05  0.1407E-05  0.1566E-05  0.1737E-05
PPA      80.  0.1000E+00  0.9109E+00 -0.1174E-01  0.5058E-06  0.6494E-06  0.8009E-06  0.8986E-06  0.1007E-05  0.1127E-05  0.1260E-05  0.1407E-05  0.1566E-05  0.1737E-05
oROOH    80.  0.1000E+00  0.9109E+00 -0.1174E-01  0.5058E-06  0.6494E-06  0.8009E-06  0.8986E-06  0.1007E-05  0.1127E-05  0.1260E-05  0.1407E-05  0.1566E-05  0.1737E-05
obioH    80.  0.1000E+00  0.9109E+00 -0.1174E-01  0.5058E-06  0.6494E-06  0.8009E-06  0.8986E-06  0.1007E-05  0.1127E-05  0.1260E-05  0.1407E-05  0.1566E-05  0.1737E-05
PANH     80.  0.1000E+00  0.9109E+00 -0.1174E-01  0.5058E-06  0.6494E-06  0.8009E-06  0.8986E-06  0.1007E-05  0.1127E-05  0.1260E-05  0.1407E-05  0.1566E-05  0.1737E-05
